ACCIDENT_DATE,SEVERITY,Accident Count
2015-11-07,Serious injury accident,12
2015-11-08,Fatal accident,1
2015-11-08,Other injury accident,21
2015-11-08,Serious injury accident,14
2015-11-09,Fatal accident,1
2015-11-09,Other injury accident,38
2015-11-09,Serious injury accident,6
2015-11-10,Other injury accident,18
2015-11-10,Serious injury accident,8
2015-11-11,Other injury accident,25
2015-11-11,Serious injury accident,8
2015-11-12,Other injury accident,27
2015-11-12,Serious injury accident,8
2015-11-13,Other injury accident,32
2015-11-13,Serious injury accident,11
2015-11-14,Fatal accident,2
2015-11-14,Other injury accident,22
2015-11-14,Serious injury accident,22
2015-11-15,Fatal accident,1
2015-11-15,Other injury accident,30
2015-11-15,Serious injury accident,11
2015-11-16,Fatal accident,1
2015-11-16,Other injury accident,19
2015-11-16,Serious injury accident,7
2015-11-17,Other injury accident,37
2015-11-17,Serious injury accident,14
2015-11-18,Fatal accident,1
2015-11-18,Other injury accident,24
2015-11-18,Serious injury accident,12
2015-11-19,Other injury accident,29
2015-11-19,Serious injury accident,11
2015-11-20,Other injury accident,32
2015-11-20,Serious injury accident,8
2015-11-21,Other injury accident,22
2015-11-21,Serious injury accident,20
2015-11-22,Other injury accident,22
2015-11-22,Serious injury accident,11
2015-11-23,Fatal accident,1
2015-11-23,Other injury accident,28
2015-11-23,Serious injury accident,10
2015-11-24,Fatal accident,1
2015-11-24,Other injury accident,38
2015-11-24,Serious injury accident,18
2015-11-25,Other injury accident,30
2015-11-25,Serious injury accident,12
2015-11-26,Fatal accident,1
2015-11-26,Other injury accident,28
2015-11-26,Serious injury accident,14
2015-11-27,Fatal accident,1
2015-11-27,Other injury accident,35
2015-11-27,Serious injury accident,13
2015-11-28,Fatal accident,1
2015-11-28,Other injury accident,29
2015-11-28,Serious injury accident,8
2015-11-29,Other injury accident,26
2015-11-29,Serious injury accident,12
2015-11-30,Fatal accident,2
2015-11-30,Other injury accident,36
2015-11-30,Serious injury accident,8
2015-12-01,Other injury accident,29
2015-12-01,Serious injury accident,14
2015-12-02,Other injury accident,30
2015-12-02,Serious injury accident,13
2015-12-03,Fatal accident,1
2015-12-03,Other injury accident,23
2015-12-03,Serious injury accident,10
2015-12-04,Other injury accident,47
2015-12-04,Serious injury accident,19
2015-12-05,Fatal accident,1
2015-12-05,Other injury accident,28
2015-12-05,Serious injury accident,15
2015-12-06,Fatal accident,2
2015-12-06,Other injury accident,27
2015-12-06,Serious injury accident,11
2015-12-07,Fatal accident,1
2015-12-07,Other injury accident,30
2015-12-07,Serious injury accident,20
2015-12-08,Fatal accident,1
2015-12-08,Other injury accident,37
2015-12-08,Serious injury accident,13
2015-12-09,Fatal accident,1
2015-12-09,Other injury accident,47
2015-12-09,Serious injury accident,19
2015-12-10,Other injury accident,30
2015-12-10,Serious injury accident,22
2015-12-11,Other injury accident,37
2015-12-11,Serious injury accident,14
2015-12-12,Other injury accident,19
2015-12-12,Serious injury accident,12
2015-12-13,Other injury accident,29
2015-12-13,Serious injury accident,17
2015-12-14,Fatal accident,1
2015-12-14,Other injury accident,34
2015-12-14,Serious injury accident,12
2015-12-15,Other injury accident,40
2015-12-15,Serious injury accident,12
2015-12-16,Other injury accident,33
2015-12-16,Serious injury accident,10
2015-12-17,Other injury accident,42
2015-12-17,Serious injury accident,12
2015-12-18,Other injury accident,44
2015-12-18,Serious injury accident,13
2015-12-19,Other injury accident,24
2015-12-19,Serious injury accident,13
2015-12-20,Fatal accident,1
2015-12-20,Other injury accident,23
2015-12-20,Serious injury accident,9
2015-12-21,Other injury accident,24
2015-12-21,Serious injury accident,16
2015-12-22,Fatal accident,1
2015-12-22,Other injury accident,38
2015-12-22,Serious injury accident,10
2015-12-23,Fatal accident,1
2015-12-23,Other injury accident,26
2015-12-23,Serious injury accident,14
2015-12-24,Fatal accident,1
2015-12-24,Other injury accident,25
2015-12-24,Serious injury accident,16
2015-12-25,Other injury accident,18
2015-12-25,Serious injury accident,5
2015-12-26,Fatal accident,1
2015-12-26,Other injury accident,27
2015-12-26,Serious injury accident,15
2015-12-27,Fatal accident,1
2015-12-27,Other injury accident,17
2015-12-27,Serious injury accident,14
2015-12-28,Other injury accident,19
2015-12-28,Serious injury accident,14
2015-12-29,Fatal accident,1
2015-12-29,Other injury accident,27
2015-12-29,Serious injury accident,9
2015-12-30,Other injury accident,22
2015-12-30,Serious injury accident,14
2015-12-31,Fatal accident,1
2015-12-31,Other injury accident,13
2015-12-31,Serious injury accident,17
2016-01-01,Fatal accident,1
2016-01-01,Other injury accident,14
2016-01-01,Serious injury accident,21
2016-01-02,Other injury accident,17
2016-01-02,Serious injury accident,14
2016-01-03,Other injury accident,23
2016-01-03,Serious injury accident,11
2016-01-04,Fatal accident,1
2016-01-04,Other injury accident,21
2016-01-04,Serious injury accident,8
2016-01-05,Other injury accident,27
2016-01-05,Serious injury accident,11
2016-01-06,Other injury accident,34
2016-01-06,Serious injury accident,10
2016-01-07,Other injury accident,25
2016-01-07,Serious injury accident,5
2016-01-08,Other injury accident,22
2016-01-08,Serious injury accident,9
2016-01-09,Other injury accident,23
2016-01-09,Serious injury accident,10
2016-01-10,Fatal accident,3
2016-01-10,Other injury accident,21
2016-01-10,Serious injury accident,6
2016-01-11,Other injury accident,21
2016-01-11,Serious injury accident,7
2016-01-12,Other injury accident,23
2016-01-12,Serious injury accident,6
2016-01-13,Fatal accident,1
2016-01-13,Other injury accident,25
2016-01-13,Serious injury accident,11
2016-01-14,Fatal accident,1
2016-01-14,Other injury accident,28
2016-01-14,Serious injury accident,8
2016-01-15,Other injury accident,25
2016-01-15,Serious injury accident,11
2016-01-16,Fatal accident,1
2016-01-16,Other injury accident,22
2016-01-16,Serious injury accident,12
2016-01-17,Other injury accident,25
2016-01-17,Serious injury accident,11
2016-01-18,Other injury accident,22
2016-01-18,Serious injury accident,5
2016-01-19,Other injury accident,30
2016-01-19,Serious injury accident,11
2016-01-20,Fatal accident,1
2016-01-20,Other injury accident,32
2016-01-20,Serious injury accident,16
2016-01-21,Other injury accident,29
2016-01-21,Serious injury accident,4
2016-01-22,Fatal accident,1
2016-01-22,Other injury accident,44
2016-01-22,Serious injury accident,16
2016-01-23,Fatal accident,1
2016-01-23,Other injury accident,24
2016-01-23,Serious injury accident,12
2016-01-24,Other injury accident,23
2016-01-24,Serious injury accident,10
2016-01-25,Other injury accident,24
2016-01-25,Serious injury accident,7
2016-01-26,Fatal accident,2
2016-01-26,Other injury accident,19
2016-01-26,Serious injury accident,11
2016-01-27,Fatal accident,3
2016-01-27,Other injury accident,39
2016-01-27,Serious injury accident,11
2016-01-28,Fatal accident,2
2016-01-28,Other injury accident,24
2016-01-28,Serious injury accident,8
2016-01-29,Fatal accident,1
2016-01-29,Other injury accident,38
2016-01-29,Serious injury accident,18
2016-01-30,Other injury accident,27
2016-01-30,Serious injury accident,10
2016-01-31,Other injury accident,20
2016-01-31,Serious injury accident,7
2016-02-01,Other injury accident,34
2016-02-01,Serious injury accident,10
2016-02-02,Fatal accident,2
2016-02-02,Other injury accident,34
2016-02-02,Serious injury accident,11
2016-02-03,Other injury accident,29
2016-02-03,Serious injury accident,8
2016-02-04,Fatal accident,1
2016-02-04,Other injury accident,38
2016-02-04,Serious injury accident,7
2016-02-05,Other injury accident,45
2016-02-05,Serious injury accident,14
2016-02-06,Fatal accident,1
2016-02-06,Other injury accident,26
2016-02-06,Serious injury accident,14
2016-02-07,Other injury accident,27
2016-02-07,Serious injury accident,18
2016-02-08,Fatal accident,2
2016-02-08,Other injury accident,29
2016-02-08,Serious injury accident,7
2016-02-09,Fatal accident,4
2016-02-09,Other injury accident,38
2016-02-09,Serious injury accident,11
2016-02-10,Fatal accident,3
2016-02-10,Other injury accident,28
2016-02-10,Serious injury accident,6
2016-02-11,Other injury accident,37
2016-02-11,Serious injury accident,10
2016-02-12,Fatal accident,3
2016-02-12,Other injury accident,29
2016-02-12,Serious injury accident,15
2016-02-13,Fatal accident,1
2016-02-13,Other injury accident,23
2016-02-13,Serious injury accident,12
2016-02-14,Other injury accident,27
2016-02-14,Serious injury accident,13
2016-02-15,Fatal accident,1
2016-02-15,Other injury accident,35
2016-02-15,Serious injury accident,9
2016-02-16,Fatal accident,1
2016-02-16,Other injury accident,38
2016-02-16,Serious injury accident,13
2016-02-17,Other injury accident,32
2016-02-17,Serious injury accident,14
2016-02-18,Fatal accident,1
2016-02-18,Other injury accident,37
2016-02-18,Serious injury accident,11
2016-02-19,Other injury accident,19
2016-02-19,Serious injury accident,15
2016-02-20,Fatal accident,1
2016-02-20,Other injury accident,33
2016-02-20,Serious injury accident,12
2016-02-21,Fatal accident,2
2016-02-21,Other injury accident,25
2016-02-21,Serious injury accident,14
2016-02-22,Fatal accident,1
2016-02-22,Other injury accident,31
2016-02-22,Serious injury accident,9
2016-02-23,Fatal accident,1
2016-02-23,Other injury accident,40
2016-02-23,Serious injury accident,12
2016-02-24,Fatal accident,2
2016-02-24,Other injury accident,33
2016-02-24,Serious injury accident,14
2016-02-25,Fatal accident,2
2016-02-25,Other injury accident,30
2016-02-25,Serious injury accident,13
2016-02-26,Fatal accident,2
2016-02-26,Other injury accident,37
2016-02-26,Serious injury accident,11
2016-02-27,Fatal accident,2
2016-02-27,Other injury accident,30
2016-02-27,Serious injury accident,10
2016-02-28,Other injury accident,27
2016-02-28,Serious injury accident,15
2016-02-29,Other injury accident,29
2016-02-29,Serious injury accident,9
2016-03-01,Other injury accident,36
2016-03-01,Serious injury accident,16
2016-03-02,Fatal accident,1
2016-03-02,Other injury accident,29
2016-03-02,Serious injury accident,16
2016-03-03,Fatal accident,3
2016-03-03,Other injury accident,39
2016-03-03,Serious injury accident,12
2016-03-04,Fatal accident,1
2016-03-04,Other injury accident,34
2016-03-04,Serious injury accident,14
2016-03-05,Fatal accident,1
2016-03-05,Other injury accident,25
2016-03-05,Serious injury accident,13
2016-03-06,Fatal accident,1
2016-03-06,Other injury accident,30
2016-03-06,Serious injury accident,15
2016-03-07,Fatal accident,1
2016-03-07,Other injury accident,24
2016-03-07,Serious injury accident,8
2016-03-08,Fatal accident,3
2016-03-08,Other injury accident,31
2016-03-08,Serious injury accident,12
2016-03-09,Other injury accident,28
2016-03-09,Serious injury accident,11
2016-03-10,Fatal accident,2
2016-03-10,Other injury accident,51
2016-03-10,Serious injury accident,10
2016-03-11,Other injury accident,36
2016-03-11,Serious injury accident,13
2016-03-12,Fatal accident,1
2016-03-12,Other injury accident,28
2016-03-12,Serious injury accident,13
2016-03-13,Other injury accident,22
2016-03-13,Serious injury accident,16
2016-03-14,Fatal accident,2
2016-03-14,Other injury accident,19
2016-03-14,Serious injury accident,12
2016-03-15,Fatal accident,1
2016-03-15,Other injury accident,29
2016-03-15,Serious injury accident,11
2016-03-16,Other injury accident,32
2016-03-16,Serious injury accident,10
2016-03-17,Other injury accident,28
2016-03-17,Serious injury accident,11
2016-03-18,Fatal accident,1
2016-03-18,Other injury accident,47
2016-03-18,Serious injury accident,15
2016-03-19,Fatal accident,1
2016-03-19,Other injury accident,16
2016-03-19,Serious injury accident,13
2016-03-20,Other injury accident,28
2016-03-20,Serious injury accident,13
2016-03-21,Fatal accident,2
2016-03-21,Other injury accident,38
2016-03-21,Serious injury accident,9
2016-03-22,Other injury accident,40
2016-03-22,Serious injury accident,14
2016-03-23,Other injury accident,25
2016-03-23,Serious injury accident,8
2016-03-24,Fatal accident,1
2016-03-24,Other injury accident,21
2016-03-24,Serious injury accident,11
2016-03-25,Other injury accident,28
2016-03-25,Serious injury accident,12
2016-03-26,Other injury accident,30
2016-03-26,Serious injury accident,9
2016-03-27,Other injury accident,23
2016-03-27,Serious injury accident,10
2016-03-28,Other injury accident,10
2016-03-28,Serious injury accident,8
2016-03-29,Fatal accident,1
2016-03-29,Other injury accident,26
2016-03-29,Serious injury accident,11
2016-03-30,Other injury accident,29
2016-03-30,Serious injury accident,6
2016-03-31,Other injury accident,23
2016-03-31,Serious injury accident,15
2016-04-01,Other injury accident,31
2016-04-01,Serious injury accident,10
2016-04-02,Other injury accident,23
2016-04-02,Serious injury accident,13
2016-04-03,Other injury accident,27
2016-04-03,Serious injury accident,14
2016-04-04,Other injury accident,34
2016-04-04,Serious injury accident,9
2016-04-05,Other injury accident,24
2016-04-05,Serious injury accident,12
2016-04-06,Other injury accident,37
2016-04-06,Serious injury accident,14
2016-04-07,Other injury accident,36
2016-04-07,Serious injury accident,11
2016-04-08,Fatal accident,1
2016-04-08,Other injury accident,30
2016-04-08,Serious injury accident,16
2016-04-09,Other injury accident,32
2016-04-09,Serious injury accident,11
2016-04-10,Other injury accident,27
2016-04-10,Serious injury accident,17
2016-04-11,Other injury accident,32
2016-04-11,Serious injury accident,6
2016-04-12,Fatal accident,1
2016-04-12,Other injury accident,33
2016-04-12,Serious injury accident,13
2016-04-13,Fatal accident,1
2016-04-13,Other injury accident,23
2016-04-13,Serious injury accident,13
